source_node,target_node
44210,43820
422007,427487
316217,313651
62747,62816
97563,97346
19292,20290
92446,92437
44117,44006
270316,267962
381562,378259
72312,72475
410333,410271
298096,298101
54119,54420
45891,41794
185688,188301
123219,113793
295191,295178
74089,76418
230799,226142
91124,91117
464653,455857
262117,263062
108893,108844
92247,92385
434506,345536
13922,12060
559418,559339
92853,95578
157167,157753
399532,399251
25970,25703
94857,94609
249636,248032
414810,414796
235725,231806
207070,207324
270843,270838
337307,336565
315145,317178
358739,354386
150101,151426
335376,338012
72979,72887
301800,301363
190502,199766
82845,90580
538716,538711
306834,302073
78243,76503
216371,195410
44309,44310
403972,402955
112361,112388
134818,135106
369611,369005
368790,367321
318597,303654
172195,171968
83382,83995
339241,338398
65348,64307
30977,30393
289198,289197
7366,45216
302973,305727
305727,306010
121482,120693
112695,112799
490654,492852
184193,184154
356783,357250
462944,462893
117154,117149
535065,536883
458568,458396
101533,101615
450883,450893
102052,102180
427837,427810
182294,182291
493888,494122
574357,574212
27734,33113
123354,123338
325896,326501
358625,358555
73693,74993
563531,563536
149660,64834
303266,303104
243659,243688
344843,351784
375397,377755
397729,397553
178686,186391
554371,556218
2555,8468
237885,237876
74837,60684
107808,107547
494464,494066
225221,222954
418978,423022
107521,107490
394808,394282
508440,512572
322824,321721
399920,397349
115356,114937
29350,29352
46362,42936
365516,366705
311456,309530
70983,70794
51347,49611
165093,196296
108312,111402
197514,197615
41239,43093
562310,555478
115490,115287
509687,516700
46033,46036
193671,194143
119761,118455
103955,103922
109116,109103
179040,180257
61389,61494
325322,319166
117780,118095
135916,136747
19435,18876
86665,86580
424994,426249
98357,101342
351714,351711
134677,120028
167815,167031
315177,315240
293029,291587
503995,502592
253698,253714
244539,245682
84954,84768
187965,189374
393060,397260
351632,349053
478792,482084
190481,188553
161141,161494
316216,316221
83521,82678
81873,77832
355551,347797
290201,290200
379379,382435
373189,373177
276746,276469
549605,543133
101631,101637
108905,109017
14618,15898
203088,203476
476876,477773
464056,468754
110786,109146
491097,491946
275059,275051
488435,488219
41239,41133
7856,183
398649,401174
186279,186437
548310,579099
216157,211105
36920,37143
358739,359460
219783,217733
271528,272982
90580,79300
236230,236234
78125,78138
532467,534856
413454,413304
72891,72829
109107,109659
375415,306713
251892,252149
11139,11144
203214,199400
458336,456920
466885,468406
75979,75617
416367,416468
2432,2455
409799,409479
77491,77569
358034,357927
511038,503511
71717,71407
138945,138284
285987,287269
488402,488405
10764,9927
109805,107314
227478,230754
22944,22935
12608,12618
66790,66780
273679,282747
24465,26693
397553,396386
344314,343147
96032,95933
225684,221360
68746,64050
140322,138506
79253,79295
526008,528136
101633,100073
481636,484218
445696,445751
382435,379379
303104,303097
500740,500817
350757,343028
83840,83830
56814,56782
485937,484195
554371,554287
294916,295912
477688,477138
325157,327048
62526,67169
194612,195153
538456,536586
117219,113145
303626,305249
89419,87457
172075,178363
374409,374407
160580,161671
548148,548272
100596,100053
325219,332063
7563,6965
245871,242780
52568,51735
168526,171551
97633,98091
360523,360116
61684,60070
359898,360064
354884,355842
419759,417118
235942,239418
445459,446696
463502,463494
249071,249192
67477,67413
497527,496936
52339,52787
85702,87076
398607,399472
446939,438752
574612,566144
408105,408101
103010,102873
428884,427794
108828,108583
256599,256465
204892,204891
43762,48678
66438,68286
559992,559967
421464,423413
176076,174799
539132,535175
184000,185479
587354,585429
564834,566334
91055,91272
41971,41245
520555,516191
193402,194400
229640,250991
500481,514030
141731,144735
123210,123239
102822,102421
272530,272016
500781,500901
258038,247739
452572,451074
154904,141225
534383,534984
86573,88227
95284,95345
105889,106052
426070,426655
356763,357163
44069,44233
108369,107264
194609,194965
497571,497527
539855,538744
189315,191103
74201,74086
90119,89614
542078,548436
472785,472426
91672,92156
466174,470463
83857,83863
448303,448295
50357,50242
176324,196727
380553,380555
106782,100011
66276,66372
385836,384413
396380,397096
72365,72545
288506,290127
106570,106921
236309,236474
19820,19872
362920,364005
153351,153339
401433,401431
196986,196964
494290,494293
196727,176324
17577,19512
242118,269425
100998,101590
239147,236835
96175,95650
45040,45056
109741,108431
482633,482908
100890,100744
28601,29799
470279,470686
203488,203491
307323,310052
586942,587847
263174,263173
563470,561889
61329,46352
92987,92789
192744,209594
277372,277362
91119,92306
397338,394274
274776,277638
414510,413997
290725,290227
126235,124095
161223,152666
174713,174497
109017,103623
499040,497822
331027,332330
244665,244666
77551,77543
390167,393034
443019,445635
70887,70846
277381,277424
470538,469583
206933,208744
342773,342602
126016,126020
509482,511891
253590,230775
200165,202633
450929,458302
66536,51103
558068,556191
21336,21326
273239,276514
38258,18435
485084,484455
137853,136410
420818,421008
100602,100596
476270,457210
73278,74837
75160,75191
430916,431130
476244,476176
67685,69218
67525,64799
10555,18879
485213,485215
549113,551722
561906,562301
94403,95517
335915,328468
196727,214499
101035,100986
197926,201991
496499,505301
65770,65317
115975,115977
389689,389571
476735,487501
22425,28786
161758,164047
568428,568891
558069,559933
152611,155086
557036,562530
228095,235856
485368,487731
127499,127341
531255,531428
340799,340672
50950,50569
133933,135454
477138,472965
569489,573603
307104,316409
224623,224568
212219,212983
126980,127311
423604,424881
494122,496774
580642,585024
88048,83293
32505,32451
92483,92534
400220,401022
143616,144021
112584,116705
249694,247909
538665,538480
33017,32976
581250,581123
251839,264326
215783,215885
282428,284656
61362,61389
59848,59741
356858,367146
275709,278437
92374,92375
87773,87760
473130,472785
109115,109071
496492,496104
240884,243040
347752,348545
67706,66741
434762,434178
266237,272510
251329,250991
216227,215875
84731,84724
218401,215317
389371,387278
436488,438341
364912,364851
88059,86410
88824,90414
584777,583934
106731,105631
545379,543119
186827,186671
216676,219269
70647,72138
118917,119208
284415,286850
107284,107500
572584,572569
270963,277362
493962,488116
140626,143164
243703,243694
473080,470173
130800,127499
82685,77307
154724,153739
77800,75185
10965,10454
381181,379616
59024,58243
32432,32433
494888,494293
300203,301342
383174,384150
538717,538723
295669,295505
2769,1688
207741,196177
310234,310242
530657,533817
234877,234882
408126,406860
184576,190341
75921,76391
290096,287320
470954,470906
560286,561918
263994,298298
217863,223854
181191,180577
93159,91449
559829,559198
26043,11981
181532,182533
45772,46160
112571,112365
244662,244665
549149,550010
135189,135186
257663,252941
106921,107178
103277,103916
239060,238960
178104,175489
418435,419245
246643,254265
123366,123354
237784,237635
585944,586897
30350,29681
291587,291212
36656,40053
107176,106357
543716,543710
485890,488006
273264,266668
43830,43819
34854,34740
536446,536449
164808,165201
306832,306839
272346,269215
197752,198375
294444,293313
467997,468708
173879,175483
336727,342973
227566,228885
429490,435419
251329,254992
21651,22923
397471,399556
199906,200733
110626,110665
254580,253637
297165,306106
66995,67159
327056,327037
312306,309110
286743,283213
30774,26952
455942,460286
159185,159154
244754,244738
302580,300442
277638,277861
209853,215762
99627,99630
402209,394057
28062,27992
411963,413037
280283,279325
111077,111072
42016,42013
112388,112391
479771,480223
102505,102608
126806,82755
539765,540250
542895,540847
62720,62286
79304,78833
18952,19263
252969,250497
397729,398228
94563,94890
255827,255267
427672,430461
84768,84954
112496,112459
294090,295901
117117,117137
213807,213722
504174,487950
358208,358137
102740,103390
263515,263576
534022,533909
449415,445326
322414,325157
495823,495138
216348,216341
90552,92369
187600,186942
348991,349346
300922,300088
490394,492394
78649,79080
24687,24692
247433,250084
109248,104070
128885,128861
252804,250379
51620,51734
259171,294238
579037,581060
24202,23896
252969,253075
82927,77942
115862,115726
8674,6052
157821,149047
543133,549605
167116,167705
141286,141464
337087,337710
512822,515441
24262,24297
303254,308575
575442,577286
129795,130371
219925,220609
293295,293320
443739,443590
443177,374654
64793,64789
296456,295647
399553,412859
519124,519628
215552,226182
539925,539861
444358,443046
54202,54919
90107,90167
343832,349822
445238,444556
503358,505433
140546,140499
4903,2991
557116,556793
434821,434839
243712,243703
343435,341676
75092,74793
274085,271548
406832,406596
270791,269981
177196,175692
557302,557306
144883,143324
463593,463669
470507,470514
267392,266900
87913,87955
105622,105631
42548,34921
29537,29340
105474,105918
389395,389392
186182,179608
111231,111352
73453,72611
92411,92418
165212,165201
101163,99537
200238,201261
276746,284044
107083,107244
23378,24626
85345,85152
72887,70887
497950,492908
200391,201476
440043,440248
244619,243171
51651,51665
169261,168929
370127,369894
532364,528562
583753,583210
52229,56782
347797,345446
234027,233830
368882,368821
80545,80485
28935,28844
19489,23788
313309,312852
506882,506387
105371,105365
41437,42657
551910,551141
404443,398974
75578,75328
570875,569675
197042,199047
41094,40224
313977,313890
71582,83103
389008,386047
333105,336360
549788,549795
124508,123575
542873,539315
421018,421043
498782,518270
74354,74543
194964,194967
345974,347900
288047,270422
113140,114013
283498,291634
568160,568165
240434,238376
201896,206555
307932,306834
44069,43485
506975,508779
116432,116042
82178,84433
315711,319984
83218,83946
83826,83802
403742,402444
468730,469259
133239,132984
528866,528238
459437,461227
10569,11153
390367,390170
479771,476332
110082,110070
44192,44615
350118,351434
533296,533348
441457,443438
340985,340651
231171,227496
145777,145673
344059,344322
229205,232140
314615,319357
38616,41794
74557,74447
175765,180308
558289,558341
62797,62964
309502,318539
563632,562250
318617,316850
26247,26231
171314,171473
360570,356018
494177,494176
367268,369654
102318,102250
137853,142883
484019,484942
87635,87265
482984,482740
153906,153351
446831,447198
425600,424937
452740,453962
314785,314826
220794,220537
73015,72979
144407,141464
132690,133061
127416,127414
182291,182294
113877,108882
589638,589632
115296,115396
19291,8556
535545,536481
231806,235725
271548,266716
212808,212547
336149,332139
244501,245207
198627,198712
471446,470673
274299,272363
202721,201244
7840,7627
300446,300940
311299,311749
168929,168912
59435,59899
581133,576324
75110,75669
568972,564497
101765,101269
266808,266796
114182,114190
170328,172680
543088,543096
179787,177971
307506,309680
387098,388743
586101,587906
114686,114662
73478,73369
379572,380553
309254,298168
445804,446711
90562,90993
477461,477462
512474,518922
83960,84420
429446,430884
573603,569489
109037,109111
84316,84432
105732,105692
86746,91973
407867,401874
123174,123024
530220,530222
73788,73386
373177,373118
99483,102620
347752,346374
368840,370801
114395,114432
101777,102918
102138,102143
182936,182701
458336,459181
490632,489690
304052,305737
75855,77088
14459,14099
537146,538208
462222,460286
30003,30352
89611,86960
101590,100998
48794,26075
388674,389905
163956,161041
299359,298308
52388,52413
167116,166176
51827,54820
37563,38476
588391,589320
325177,330581
509764,510185
534332,532555
415284,403839
91821,92633
330171,308480
78260,78506
295178,295191
113576,113359
109567,109410
408173,407942
401433,401435
512864,515427
115234,115136
583010,583210
566975,566905
9089,9437
70989,70993
134295,134132
199142,199022
85911,85994
178552,176757
418327,418346
472826,468243
110432,110238
398452,398867
89326,89177
541794,543904
242462,242262
144904,144177
88239,88505
585403,587836
317538,317545
202648,203454
358229,358319
181411,182876
446380,444106
534595,534604
272769,272678
98575,101424
176780,176140
469581,469951
263311,121222
46539,46376
132588,132597
566267,567326
543601,543710
549511,549009
121922,122368
38493,39648
59638,59691
582723,585381
92116,92126
401174,398649
443635,462194
335729,333810
78373,74730
12562,12574
412289,412087
417099,416287
379291,379616
561047,567550
530298,528279
399498,379862
118800,118814
195747,206397
134446,133846
178792,176351
58243,59024
462137,460416
285008,281139
190260,182707
411936,410629
96238,97241
112646,112596
404884,404759
87309,87951
511636,511624
6965,7563
216666,217402
306834,307932
104849,104128
110514,110532
189683,189492
63799,63421
562616,572668
88737,89266
383771,387822
70193,70230
168927,165245
101631,101617
430358,427581
102959,102351
106269,106491
319643,321084
58339,58331
119210,119220
261667,262403
168665,168628
309596,308648
370076,373099
31657,32978
480510,470686
525923,522421
70839,71694
109168,109757
132625,133902
111752,111349
86524,86462
40619,40092
44043,39446
2616,2953
52787,52339
111850,98271
489394,490914
119325,118015
35156,35485
234770,234802
45260,46176
444106,443762
308551,308545
465428,465387
313243,310272
372831,370200
301565,270306
391353,392860
78531,76712
348324,348456
75577,75617
186136,186674
438567,438571
152489,153757
141906,141119
193709,184295
194369,192447
106940,106830
434125,437958
44048,44462
520050,520171
527697,533017
373383,374446
228637,228276
192723,191030
106493,106491
78691,77724
197615,197514
120661,121969
182117,181791
193659,192822
551534,551502
180548,181375
157151,155591
16049,15689
19843,16266
59741,59848
431140,431110
244935,246280
542060,542146
76768,76938
125757,137493
259674,258164
477773,476876
282033,282037
361489,364437
82606,83300
71135,71166
185479,184000
65770,66155
476152,476270
569427,568891
26557,26059
24356,23481
313214,313209
341736,342265
106304,106164
176884,178935
208913,198712
72236,73025
561723,559833
386741,387035
538744,538726
114432,114395
84569,85309
156954,156716
404673,404002
142338,142953
249148,246036
87689,87635
399431,397112
59381,60228
28123,23524
136588,136596
305913,296627
287988,290438
50310,50323
501653,501265
201383,197354
377892,377889
110626,110401
559886,558821
397987,397896
383793,381382
463304,463489
354819,356366
44527,41574
505763,506959
263862,263875
41033,40700
116706,116296
107846,109055
387563,387385
368343,368332
224574,230775
238682,238655
39443,39215
193530,172897
214966,216501
2763,938
85039,85207
549078,549074
151742,150950
229916,226353
149037,148839
563577,564881
126814,131428
420505,420836
343781,343124
152306,156361
278486,274846
227619,227450
30799,32945
256638,256558
193673,191268
109002,107588
475637,471585
472498,472400
102269,102252
70794,70983
151346,148856
77853,77243
461968,461308
136660,132819
19012,19989
148873,148973
43394,43135
435398,435415
344261,344269
393319,392351
206249,206319
291100,291098
185957,185963
573141,570881
141843,138139
105581,106037
395822,397896
226421,229175
273510,273494
202313,204696
216111,222930
150887,150920
125635,125639
493607,487450
166588,172075
266,199
560482,560066
537891,535843
487501,476735
120688,120545
438695,437764
271376,273427
83444,83458
117398,117249
453151,452743
574064,572976
77832,77789
209266,170155
199,266
187217,187828
269177,268828
26731,26964
407794,404673
85596,85743
20091,20099
277715,277681
78686,79017
140049,140368
452419,452420
558940,564260
350083,349858
12917,34241
236600,235074
460261,460257
234743,234750
335244,336023
411610,415747
97025,97247
8206,8328
528011,528936
167104,166060
113681,113670
389041,389031
45392,46376
415447,420343
276415,277840
497828,496492
23481,24356
532186,530144
189184,188266
181667,181128
46057,46012
96696,99408
563577,563405
51362,52103
409666,408257
316217,316237
100547,99738
577798,571162
37869,37888
8703,8730
368155,364711
125625,125620
148623,148662
87433,87239
101777,101068
244501,241397
186437,186279
383293,384413
74513,75360
135398,135393
282640,283500
23213,22447
235488,235634
102469,103281
567752,562519
210096,208838
385666,378588
97481,97247
165191,165588
345096,349071
457287,451474
97324,97263
188779,186244
494177,499360
256265,255631
388550,388928
367298,364100
293765,295532
279994,279121
420347,423631
84540,84676
361335,363112
536394,529152
274776,272625
284650,284574
284501,282007
403688,405597
96839,96817
490122,491629
71721,71536
87549,87548
542774,541166
84032,84061
138406,133475
196645,189348
106862,106765
516406,515781
330129,330139
484048,486868
333105,332713
17949,17430
179918,181760
419384,419396
343532,344057
43649,45510
568816,569168
38778,39122
128094,127157
115393,115386
271482,271438
563405,563031
521711,519778
123163,108825
301979,301978
391911,389757
115628,115633
30119,30100
116875,116937
188064,186783
440822,443239
496492,497828
416354,412590
83046,89641
410238,408916
84365,84405
303630,305967
39414,49670
518681,521640
317586,314207
62917,63048
54314,57715
37319,36376
203722,202175
74758,74870
588521,589124
563696,562402
51001,52715
277451,278202
434141,453877
483766,487289
520397,520389
135186,135189
433300,431569
380557,381355
55121,54401
10050,14646
69447,66870
115242,122871
157821,161562
122802,121223
109659,109107
417771,417472
71443,70921
97042,96475
96357,96372
583210,583753
286351,295176
77290,77561
510185,509764
20783,20785
535095,537725
357336,357086
222452,223794
478099,480004
460273,463463
195547,195575
44485,44172
160312,160307
588749,588735
247942,247900
157659,158386
314408,312010
4231,1894
77716,77561
84917,89566
426551,431311
253390,251983
298569,284855
48427,48188
44204,45219
518447,518695
520458,522869
539691,536465
201145,200733
368558,368677
107501,107491
87118,87017
227564,227554
506797,506791
298169,298103
356783,353099
117026,114533
102147,101888
116101,118161
11245,12302
103281,103480
150999,151003
531831,531031
293765,293251
327530,316775
9151,9032
156479,157657
74166,73506
261548,261530
581877,585791
72900,72899
370938,367941
387158,393633
487310,486616
295130,296654
503649,503332
188789,186879
74904,75313
497038,493263
487310,487555
383424,384412
171584,172119
68507,71589
455106,432691
315278,315918
138094,139940
405005,405739
36840,37117
309026,309165
183966,184295
8339,8349
125629,125635
579372,580304
77418,77425
215008,209266
77084,75859
570614,572616
581414,583010
55034,54434
242530,244250
318932,319467
10063,9433
11144,28195
370801,370810
45205,44887
561757,561889
426548,424865
23638,20425
498722,500933
50933,51081
326603,324978
413772,411422
410210,418550
205904,208646
584498,589439
223293,222934
116370,104698
178314,178072
305006,304811
46425,46438
415864,415935
479030,479037
436210,438971
53657,53592
30064,31279
450883,447010
83690,82685
274806,273487
208848,213725
367384,366934
27112,27197
286026,282747
110375,110379
21435,22631
498692,499727
423951,424865
127478,127464
583603,582305
194988,194993
206641,205855
2568,2538
310557,320137
1202,7
417659,417178
402219,402214
159856,159853
195474,176577
349858,349850
235116,230527
329086,332075
364005,364074
303068,304817
93434,93756
241739,240606
172556,170618
95501,99717
526401,524492
326508,326514
475544,475532
361162,360716
377134,371754
93461,94239
159443,155496
415847,415849
39446,39436
94395,94265
553978,548768
109003,109076
578093,577986
207825,186942
123331,123311
35073,36149
156041,158533
374400,367750
451345,450534
283433,283431
326626,326711
427282,422445
110682,108697
399380,401176
327752,327496
241792,246228
174052,179176
258164,259674
86179,86163
531002,535849
108726,109333
342194,341079
225463,228887
533336,538956
527991,527804
10187,10063
189200,174491
240028,241372
440253,441028
436027,436098
51179,50950
312431,311069
584127,584236
78696,80487
66205,66274
445090,447805
585183,585972
149453,148424
265607,264954
465487,466642
501154,500978
218865,219403
238876,237265
86453,85742
553689,551428
266237,259873
89194,85066
3279,5261
206356,205550
49004,49943
208360,200417
554820,554442
108882,109041
83704,87681
226352,225736
46040,46036
102195,102360
488268,487555
468549,470279
461543,459681
360570,361796
191823,190667
589112,588413
518279,517448
244250,242530
72458,73386
103260,103623
140556,162777
222600,222537
55407,55121
115929,115856
525107,505301
133030,132895
541982,541999
534422,534225
261053,263295
213961,213982
132939,129744
277715,290086
584890,585295
326939,327318
162977,158831
303650,306729
18341,19999
366093,363020
571561,583754
517488,517484
549463,549076
83915,83905
521756,523579
34615,35539
173879,172161
182803,182770
28825,28844
388494,383362
533397,534589
79390,79847
12552,4265
68430,68417
23979,24206
228520,228500
387712,390651
37508,37297
86716,86636
313247,313243
316309,330675
66044,66059
155845,157519
102967,114085
35883,35818
480516,481408
400548,400553
434261,435221
25804,26096
230297,232628
55626,57248
396369,396378
99175,99409
345096,344322
226583,223120
562250,561314
492833,493374
572299,576462
185963,185969
281082,282816
44365,46617
66757,72882
42188,42181
586339,586278
393285,393308
75901,73816
503921,504585
437096,438098
21595,26219
136416,136009
503805,527041
541311,541682
578938,580227
404851,404898
107708,107702
185037,184999
69877,69327
555541,554820
369124,370107
367596,368561
50608,49069
37563,37488
319890,328245
337354,318541
195419,197354
376687,379872
346154,353435
316620,323881
53731,54322
43663,43850
103715,103882
392406,390464
255473,251016
459901,459405
91672,91522
584127,584049
330883,328831
391675,389427
494719,493981
89987,89992
28935,30031
178957,176636
539186,540388
31606,30279
46471,40582
576570,576731
105688,105670
454075,453403
412314,411180
115892,114498
248148,255725
2538,2568
189590,188960
263714,263823
99733,103984
566149,565178
567088,567083
63613,63637
241792,252941
161811,176577
59950,62954
32420,32431
350293,331900
553858,554409
557142,557136
68417,68399
184012,183999
534589,533397
342268,342264
461256,457343
233200,233063
75124,73453
555478,562310
200104,200057
27541,28784
427810,426402
106078,105959
92853,87617
176427,172381
232835,229151
393956,393946
106765,106862
357927,356188
108303,108372
157624,159278
584772,584456
183781,184601
187965,182889
126684,126074
336080,336031
413293,412244
524043,522869
42181,41978
551586,551375
366474,366473
327506,330904
125663,124709
14269,16234
420188,419978
575442,580864
15872,14921
73524,73478
431861,429772
542582,543631
566357,566365
77243,77853
182881,181469
125946,125936
148973,150497
96895,96536
296070,295217
328763,320444
567838,562588
483497,482984
67680,69179
59621,59772
167951,156404
67736,67768
478581,477607
109876,109795
25915,27214
29412,25326
62421,63059
229610,229767
554762,554518
203264,203232
256654,256640
385846,386778
106781,107125
508930,510878
361120,361755
161425,161318
74037,76456
558646,566285
417742,416010
454924,447523
140499,136660
551650,552433
14099,14459
156172,155767
482633,480448
510160,521253
295318,292333
263515,240819
98815,99952
480325,478912
533332,533336
424727,421193
63991,64026
570879,568165
216626,215405
36431,43460
246578,243028
82927,83293
273443,271821
567758,568970
332075,329086
114655,114634
426246,420532
65925,65859
69179,70629
499364,495651
27197,27498
541395,543370
567870,567871
65133,66044
89669,83995
92345,92501
109980,110228
477783,472984
234750,234770
202721,202915
189266,189184
503329,506067
40224,39597
391551,394411
498270,498130
503511,486301
261523,261530
121013,119288
162583,138531
89641,89652
174799,173450
483675,482211
342693,340913
84234,86667
303123,304717
229205,229168
29577,27701
34623,30680
204589,205037
9032,9151
499885,499429
133842,133846
48825,48775
118161,119759
319879,321721
357054,351309
560977,566144
560655,557233
92173,92343
326711,332139
117249,117398
451922,450008
248315,240105
39122,38778
401022,400220
295901,294090
377889,377892
187292,178795
163119,156954
241620,241642
344057,343532
96766,96693
290862,292255
19971,20269
65063,65008
309680,321881
15330,16787
83293,88048
80485,80332
166085,165229
111898,112443
505301,525107
403080,402870
5629,824
30504,30319
111977,111955
304666,301794
96396,95820
282640,281544
106037,106255
74851,75089
80360,72874
112357,112361
436160,430805
38160,38151
313214,313994
267719,264112
481623,481903
95667,95795
92534,92483
227786,223727
151575,129796
153339,151971
38258,43762
470673,470410
567735,564881
73535,73025
156850,156397
306729,309110
61367,61717
42178,41977
262427,268405
567594,566339
446322,450899
422599,423602
122053,121513
394274,390364
122532,122679
418537,418514
9503,8065
489448,492553
100596,100602
235695,228598
284199,284200
537563,537268
563539,562580
494775,495959
263576,263515
15299,16645
268851,269764
127243,127250
542303,549774
416354,419144
318705,318689
237674,237371
205375,204901
293313,292647
15689,16049
2422,2369
545060,557121
424524,424568
267286,265303
245559,245844
535896,535913
457899,453764
571833,567666
63351,63613
203599,205855
584464,583579
148962,147356
349063,349043
74447,74557
447805,448083
470854,470151
366360,366371
75822,73013
456809,456362
269777,267404
386974,386219
111052,111320
85437,85233
112275,112230
43135,38714
561196,561184
318617,323140
66626,65853
533934,533859
135184,127121
58712,62462
18815,18516
456436,455972
446696,448941
527334,527332
196124,195694
453877,452932
379616,381181
193268,192101
105072,95991
298035,298642
403677,403720
472225,473160
11446,11434
105411,105256
77724,78691
388533,388525
96857,90393
167705,167116
8336,8456
40781,44915
358113,358555
78260,78112
13371,10522
63348,65519
368929,364756
26403,26779
128974,125451
320842,320776
361788,357905
114552,114937
425881,431223
410333,411064
484048,481558
94563,94390
95554,95731
105477,105852
499257,496774
575007,574280
518736,520225
310500,308385
112646,112657
189483,189492
215734,217483
324591,329093
25881,27205
292448,291474
494384,492383
506563,500817
120008,120042
95353,95983
512467,504793
105072,106274
484774,520292
471827,468121
378259,377907
63048,62917
193819,199262
114565,114367
17050,17110
244935,244918
398087,397570
179481,182245
369814,368437
450696,449632
399251,398058
244738,244754
97916,97206
62816,62917
419291,418543
417653,421555
551838,551840
581730,582795
116538,116505
73386,73788
225736,224998
560655,561047
113284,110954
116004,115817
259958,258789
426903,426857
470383,470379
176076,177255
331502,334461
502592,497671
98949,98372
103941,103744
307778,305249
96356,95913
204589,201280
234875,234633
222615,218663
940,765
90251,90146
350032,350007
170923,169841
386047,389025
140962,140974
41446,52339
