source_node,target_node
312902,311581
572167,568142
105287,105309
46838,45654
537103,537482
183196,153868
192560,119672
217198,211270
509710,508920
394208,421592
132371,131958
541150,570181
331940,329812
152157,141596
223022,220178
323869,326060
215414,215396
482253,477155
567959,568864
420296,488435
155182,155174
399358,410584
273497,275637
235123,232893
39600,42253
175285,176762
390882,396166
540612,540677
574984,574227
435744,435747
191559,188919
146900,141753
543438,515199
370673,363979
496563,475535
386859,386869
417181,415715
542724,545657
244251,225023
400619,400647
547809,547810
538300,538268
19917,19911
176056,172852
472752,472742
406387,406240
519123,517599
433459,441577
541288,540667
409257,435745
479322,479023
380388,383196
579450,579556
193662,176817
287397,285638
344629,398512
232014,232045
440110,440872
235475,238606
223332,224167
20497,19439
529548,521700
129512,128225
548877,543894
415427,396271
579639,579428
297857,298593
175358,168730
362859,365306
554442,554820
533414,527226
562744,349702
73970,67405
302180,302143
87725,87255
97499,97280
536618,536605
139152,139189
513326,516499
56938,59770
204635,139783
124739,124065
277483,285028
291464,294079
344130,344046
288721,289232
26964,25191
377857,239951
214414,214662
243869,237507
387262,35661
97965,124787
368807,368803
136782,136775
358384,357578
405364,401954
279471,291635
268639,268871
557237,559426
443996,443990
130598,181454
360374,360875
178369,178064
70802,70114
489241,488247
60998,61378
37408,37643
255058,254277
427113,422865
252156,238820
409619,407063
239276,236166
79406,79964
417587,419735
195603,195632
276879,276754
153165,152258
220125,220101
118689,210414
340076,339169
182647,183342
410257,409979
483015,482126
565449,566015
405189,581308
499972,499975
172899,159454
578571,585198
552074,552078
122326,122331
170250,170484
265266,263978
521039,521081
453521,458572
452825,395298
331746,327986
122798,78757
21732,21806
332177,330424
397927,397562
425471,412707
143947,143996
313900,313960
309555,307080
486207,486203
63353,62679
432355,432175
379628,380020
492589,500357
541773,549302
64871,62756
483145,483296
35144,35251
228208,226465
294542,297818
246605,247925
510043,503928
413302,418897
391288,447703
463292,482235
525979,525889
316482,317543
309853,306895
366904,386954
517663,515136
16836,13459
335956,335954
481613,481227
482269,463596
15056,15075
136022,143048
98785,100716
529794,529945
25574,28035
183996,259962
190057,191498
343326,343981
27202,133922
519124,522226
426604,426505
84868,135222
420376,416201
466916,372413
149743,182912
144046,143951
279322,279753
483805,483877
378937,378947
409285,409014
277739,277746
433195,424995
90720,90713
6106,3403
446449,435969
51673,50155
393417,394512
60332,61247
382922,381721
38884,41203
163116,163218
377516,462911
186592,183633
546121,545496
564530,565061
297428,297250
236138,245045
55524,50485
173662,170312
209123,203826
132051,133510
435143,434455
455436,456167
121406,159621
135029,135221
171458,181958
85342,87907
359648,206005
192362,194964
77749,77741
354954,354355
142966,142164
322582,324790
296367,294766
468969,469185
7338,59867
358678,359074
393363,393121
140598,123608
265454,265452
543521,543559
215518,218592
206432,205935
446495,446493
319579,318326
264051,268516
319336,319322
13777,15680
235790,235263
177818,177290
311616,302965
240239,240238
525803,525797
281719,273359
357969,357796
344071,344084
199762,205085
119766,157460
272502,212890
550279,551022
124808,126732
285636,272057
231073,231035
335205,320813
431560,496706
493748,495350
87344,75349
294252,255903
544574,546128
525265,525340
516872,516811
71379,51115
274500,274896
80508,96653
406519,405822
33242,33224
108642,108631
500686,510136
237447,235125
409249,408929
448481,448486
485699,485880
348952,349066
576963,576047
256931,256476
455654,453370
177086,176967
229876,228690
341381,313584
465909,465920
204119,230069
511478,510089
416410,416405
28035,25574
43041,44218
136617,142429
546524,542829
230377,230369
396632,399488
373106,371796
451276,462541
436389,286491
141165,144377
513022,509135
225583,228365
380858,379740
572236,572232
514699,514187
202845,192603
409992,409360
93509,38133
333029,333352
242806,196348
365301,339301
157587,162821
159397,161047
67715,67923
329358,328644
353610,350778
329224,326200
184578,177228
455429,454541
544611,544074
224707,250544
57634,60599
362474,358892
136866,15210
370811,369741
224288,225485
349220,353553
397991,406301
170251,190925
547626,544132
397371,400177
20026,20017
341546,339823
398923,394203
445832,446283
480882,478765
48539,57655
421114,405660
542295,541923
589469,589548
441532,440650
25123,25213
98994,106800
559670,560477
259074,200612
84480,84454
135835,134822
587123,587555
205896,217551
530040,532124
54625,57703
525541,529314
348426,348969
212195,212257
106214,97887
304964,305272
553447,549736
263443,263482
221165,221521
440845,440851
549104,548193
499268,499285
328810,318050
190008,188841
282672,289976
409872,410732
80641,81101
451417,451418
229934,238443
215658,217366
516169,517202
444911,438891
400644,400651
134335,242787
436666,431014
331970,332792
160605,158989
431166,336001
416742,463321
89885,87901
276934,277028
272581,272515
152242,152554
373834,372669
69956,71569
568204,567302
351535,373922
396845,396697
223305,223981
141557,150219
209856,206123
291937,263321
284656,286261
413365,412293
477899,483856
398049,399839
346388,374274
333821,413996
65282,60999
142178,129369
82256,81461
521723,527188
320163,320150
95846,95794
383391,388294
326244,336820
69296,82261
170845,170857
215640,215632
456658,453710
430668,432664
189261,186705
515149,516220
8949,38496
292024,291963
24069,32544
136718,122027
201957,203013
416837,417141
313805,313910
30029,30036
365170,364966
226327,198041
463821,464642
66293,66348
28915,27541
242021,243100
367220,369068
303152,303162
259797,261998
263279,263020
8622,19792
589141,589062
117119,117126
372071,368573
573878,575488
152270,143998
220291,223343
523579,527610
193164,193991
71374,126853
409291,409423
290351,288908
95303,95343
81317,79532
352646,352683
57412,57479
96965,82367
164270,165706
502180,481040
268585,267242
114027,79264
589864,588117
243159,244060
100109,90941
161571,161131
416304,430210
161060,162147
7758,6518
161065,156075
136341,141301
227149,226499
324333,324905
62736,62277
50405,50039
278760,280994
15997,14580
174601,170145
479723,473786
189239,194247
531093,531602
268684,280430
346182,348676
49560,74564
133472,124449
55440,52105
266187,266190
95006,94948
459774,459431
255912,299748
166778,160456
2671,11058
490333,487466
101063,102172
156672,174013
553836,554125
100394,123705
431348,434220
238184,203175
583282,583300
338696,336128
461037,462399
42075,42239
80175,80250
304867,303729
552454,520351
35877,36281
492640,492133
412045,414378
507641,514597
247622,220421
121222,166672
53656,59614
521212,521306
170299,168953
158185,154498
67064,68803
100130,98934
196681,196673
184958,216563
477925,457453
513682,521288
497838,502299
296475,291668
307852,305076
173868,176767
18285,21075
424670,425558
196525,196133
10400,7125
400946,399379
517384,551323
363602,523138
423608,423253
181468,184317
473194,481812
546138,546013
105991,35293
582616,583597
141363,141196
530070,527316
118419,99142
221552,211847
257169,257208
190758,190361
319348,319145
83431,83753
179643,182026
142564,143286
538256,539881
530407,527840
495425,499434
363774,413257
537402,533361
272995,283912
559711,490917
5325,5229
202551,202142
169311,167886
101439,100715
83198,83178
115518,99721
492830,482407
70564,71131
322628,389057
406156,406522
386955,386957
283167,572002
284915,287921
265520,265107
398181,353429
396727,396909
352429,352940
198902,198913
27731,28359
395882,392387
550759,552761
108161,108521
126798,119642
205716,208560
338413,338418
49983,49891
173470,175916
567376,565257
403538,403252
18318,22662
531106,529130
544807,553625
152978,147578
152723,152721
405526,406476
373375,372184
175113,174187
293767,294116
320299,307043
263008,263017
126522,126510
513670,522351
166826,166838
382604,384368
152692,150375
576694,563146
311731,316448
503763,504068
361798,117263
492715,492791
272777,271917
174390,174731
29151,103341
304317,304335
302830,302790
50985,50990
397464,324340
283611,418836
181204,182126
87650,87646
337948,284667
161615,161698
147985,147966
552089,552386
200775,199689
118535,119049
26165,26305
207461,204455
227826,227733
480252,484948
477513,477591
173628,174566
205621,205266
358338,305531
515080,512887
24889,24980
163630,162581
100976,101317
458673,458971
269377,269365
589686,576944
208143,191428
327053,326064
103928,104059
450462,452930
451986,463402
347386,63494
72668,76916
213778,214427
388885,388617
192511,192509
277225,188371
108101,106884
345789,352625
95453,96659
182980,182619
449377,448197
255079,255130
517496,517497
18030,18192
401197,401552
111689,111742
515163,514992
431136,417828
473664,479185
330110,276548
233622,230836
275157,297599
335025,355824
194985,182040
390015,385579
556243,544207
470649,469678
97743,98713
484960,486777
570630,576577
68333,72578
172666,132841
323958,326777
205822,202115
163764,164624
111287,111146
178143,150280
309571,310622
143118,143016
338334,338609
331847,383479
362405,362617
504900,503648
221933,222387
128254,185525
117094,115189
339950,339221
324362,324359
25653,53433
399185,396779
395988,394960
127686,137712
430061,422801
67701,66824
73050,73022
203424,203315
289196,264375
218358,218141
576214,588657
432577,432560
438213,438034
355142,351050
211475,211326
236319,236038
398840,415965
482768,482568
82937,67648
194328,193353
20840,20827
236470,235453
104198,104835
412198,412205
397340,396465
132455,132264
489362,500577
302544,294609
436464,80192
361986,373371
574031,569100
273640,273530
6701,13819
454425,452696
510998,511223
507481,506982
356342,362337
402257,399973
535707,534764
529317,533554
487700,480722
166929,181191
490158,492001
225678,137378
246350,239461
447285,446447
442914,454160
199600,197991
503478,499091
144965,113524
169073,201170
475903,475965
123888,107945
488445,488423
172391,171990
286916,287114
485639,486260
549043,545770
41454,42523
581799,582091
88623,54341
575755,563768
397514,397907
414306,444928
565799,567470
474900,475738
414080,413848
464527,464630
401801,401800
293289,297018
350222,349472
114577,118740
13223,11364
122664,110193
7185,6819
125566,125650
570186,569315
527283,527302
348633,349902
569557,571773
177390,177782
438472,441654
318782,320641
440711,426030
36850,62493
63362,61212
571392,580417
320993,319211
348469,348747
421227,420894
459887,440812
317558,319506
425176,449675
216322,216323
254682,253699
377290,377870
279555,278395
278828,261851
268316,268304
501736,502288
386502,380251
261681,260093
447506,431870
313314,289272
551855,550730
20279,20894
448701,443564
421732,417804
335051,332804
286149,286955
430924,431611
537297,537137
159329,159250
532177,531765
265291,263744
88899,80596
12538,10106
173891,173716
228049,229736
127157,90900
418348,425204
508146,508287
402099,408381
261734,262356
411433,411718
234550,238886
462170,466211
293948,293964
421887,421475
3642,6591
220852,216537
323804,331116
84918,85461
319066,316212
168118,168129
406259,407214
23618,32568
545153,541647
527026,525178
37119,37784
357500,357509
201214,213186
270467,242256
299322,298879
372763,103617
114607,119275
1044,1344
470343,466456
32142,29657
305132,303974
415581,415425
287061,180267
384003,451921
588203,588968
133644,137685
108225,268830
435137,436090
259407,259265
540319,556459
135116,135135
388685,387669
246616,255148
438583,438586
589465,588301
147873,146434
119884,117841
572406,572427
458031,458028
528723,527822
227339,227078
240506,239588
53450,54208
400636,400790
561132,556865
302200,302207
352683,352646
468187,545662
547935,547896
555242,555224
166153,165804
256902,256811
529317,528911
61705,82371
359471,358820
291198,291305
120710,124191
110880,127066
567501,527400
186194,186514
145387,145565
92972,92965
154488,152838
412446,409542
72771,74225
201211,212864
414259,414455
541888,402914
45688,45145
521613,503638
543123,553607
498705,503120
443515,443506
33584,60425
375679,375992
387159,369930
120248,177501
462082,429722
112974,112966
174872,173887
42743,42069
421593,422825
512143,514403
349475,261618
469655,458080
554981,554486
191336,244262
531356,540364
484908,487181
524905,516247
318403,319385
299376,301693
444373,438060
396510,439609
363287,362697
578690,578852
451592,485168
15937,14960
474009,472994
386284,388547
427306,427206
531618,534887
389641,389123
61600,64426
178248,178273
308110,300312
7099,11450
273240,272901
138435,138936
305725,326664
108390,106426
172009,163646
7943,10085
338000,339300
277736,274659
339585,370427
507583,501087
451552,465740
513807,513901
46220,46480
563899,564684
201930,208363
496811,466296
61192,10829
121395,94442
125101,124219
487433,489482
407536,382988
485736,486407
203894,254570
520559,520418
405409,373943
408521,380350
388443,395975
406906,405223
442113,445990
89659,80552
203261,204827
105630,105732
413243,413218
52492,52545
93395,93956
7881,8079
411568,411622
158825,158672
17200,17497
112827,112865
120319,90145
398185,397767
62633,61805
280952,281015
66120,67335
442719,421075
408855,408869
194498,194516
534209,571369
310260,310256
52763,54701
112571,112121
118818,119469
452277,442587
165136,154866
222421,222489
466342,456247
182230,179594
543936,493656
226087,226072
236494,236764
106557,106472
444296,444390
576508,569295
572683,573569
294268,293998
528760,528723
103286,95090
148157,91400
206882,206765
190064,189822
154727,216128
199838,199847
470572,469405
227176,227167
545587,545001
556491,556499
554371,554287
73263,69694
129513,129288
287285,298286
255083,256889
307769,360691
324873,328043
363357,356595
551108,583147
45447,66104
25385,27551
383796,383794
30524,29967
175309,175311
323716,321714
458166,457932
150599,69315
127601,121336
146038,129363
117680,117677
127007,127013
264636,264444
429181,431037
496332,495442
137860,147591
150885,146462
428776,433203
406585,406662
486523,479946
261079,260804
505443,505685
343537,343589
219967,219973
243272,221093
233590,226872
166851,168265
569604,571001
158083,160613
281007,300296
531896,529084
93143,81946
433288,449457
489000,488996
351480,351478
559514,559427
201586,58318
153557,152947
248444,248505
234807,232848
499466,499514
521401,519676
534700,534557
489370,486994
462884,461580
439232,478846
86458,77031
449809,452042
452543,452639
234208,235148
18103,23447
17138,14659
167360,166048
587326,588508
145789,153518
535649,535645
71577,235374
358434,357348
150610,150929
528808,575853
226010,226336
523104,522135
483577,483384
10034,10319
381932,381494
40416,39970
240606,240386
513040,511782
256030,225046
77994,82972
331778,333216
198078,197496
401883,402688
361066,361051
208690,205210
468587,468656
205778,215830
92520,97781
554790,574003
116961,114152
488542,489592
153960,156346
417387,418576
344531,343642
331061,331323
117454,117468
44954,44613
524933,534347
397489,397393
296143,343091
205764,191988
43247,40850
378001,378552
455850,452697
580775,578840
326917,326957
135126,136016
231749,235321
312562,325801
578806,583967
21882,19528
437076,438080
472346,501827
66982,67568
569491,581057
45191,63400
282708,282656
77432,76452
283267,284340
571198,571988
545295,520359
184025,184196
2046,2606
391880,396344
235375,188177
545429,551850
350741,352212
22339,24318
428750,430022
243827,244053
125816,130417
170655,164187
573127,570845
303642,297756
293275,289846
350361,349712
358836,358243
37301,22661
483350,483354
532442,534962
314348,314150
395215,394313
436990,437905
291035,286751
184293,185300
167136,331873
513887,513293
158257,151077
359328,345092
364637,364723
366204,366197
184662,184608
455689,453287
430757,424224
76418,76416
262595,263362
310545,310454
202587,202848
68815,65562
303511,304224
142414,144741
83857,83863
240890,317032
326003,325997
43698,43135
427450,427148
102716,102910
572708,572150
251138,256761
340022,340413
38467,38878
268909,268899
183581,183000
326399,322964
40646,40916
252384,252178
230279,227663
70990,71241
96424,95038
20729,214718
159740,152449
271202,275388
169042,172086
477629,477526
140005,139366
340001,338785
121974,125611
474635,475312
358892,356616
443535,449582
52844,50531
449512,449687
352112,365020
393037,381115
87695,73004
554825,555233
109331,109314
16711,257443
549256,573612
118738,120831
142647,198468
295532,543422
487322,487370
51702,51680
400385,398243
203219,202135
224482,239395
37038,36937
72129,65256
486176,349177
38417,38360
34367,33656
59362,60035
104943,104965
79287,78877
252183,252245
415474,415609
201616,202135
37594,37569
230878,231001
546433,546555
296596,293720
211825,214340
546529,547017
460633,265811
383543,383535
270875,278534
211266,228871
466050,465458
58916,59167
583790,583704
159928,160390
58456,54456
513619,513612
457837,449168
521301,520063
588137,588402
213634,212314
422583,399917
184931,185132
46129,55923
277372,277362
421369,412302
399186,399208
562086,562916
363728,364457
480514,480520
273362,273188
194474,188616
29743,29969
306657,312069
431811,431848
466736,453304
238171,42056
487184,484753
177412,195102
126233,123268
456145,456266
76331,75992
403747,400637
404526,404539
300905,300913
273814,273470
171064,171083
29314,420276
322682,294071
537263,537179
370034,370106
149798,145603
456919,456791
78734,81121
56309,56436
382227,369578
325269,325173
44922,45693
501336,501391
193439,190736
409341,407770
292954,291978
89709,66441
552202,551568
430823,427398
299584,309644
505781,508876
23894,128652
141128,144151
201106,124448
548369,560862
15179,7105
232966,230618
70475,67869
184766,182597
129794,130036
376994,360707
406012,425430
517945,518907
589038,589045
461757,460191
515422,487231
568935,570840
10782,278804
507233,508333
553578,551969
330517,320335
112519,112817
489213,489452
63109,61839
177706,178529
336552,310996
377798,378410
210729,212750
441833,441170
289786,294687
410317,409900
96412,49280
373754,74756
365468,373190
569361,569901
213917,221933
261987,259021
42367,43152
202383,203286
56576,55036
238181,246773
532538,522456
398150,416163
190079,186455
225970,225969
260865,261546
385405,385626
207487,433735
292243,334761
279308,259969
95649,95687
490997,488308
424868,424557
240869,240959
72950,66269
91321,88760
163420,161271
32619,31665
278940,300109
158067,157583
229182,229200
273540,273974
192024,192611
467049,465804
257143,256499
238711,242400
359738,359729
407800,407816
369269,373002
587855,587860
88788,88826
184921,57971
544840,544852
243259,244348
197460,171609
353355,358155
121726,119711
555161,555800
87512,87501
327017,577447
541333,541329
421030,421025
11866,12038
210938,209086
519573,519478
51217,88470
245270,245489
59688,59884
85785,85745
92142,91733
46132,50073
236426,238781
21885,21867
265743,261692
381488,367629
375789,375382
55570,41655
166440,167688
348830,348058
135569,135594
542676,549861
589954,587286
233806,216971
124044,124917
355076,351771
55797,56371
324790,322582
326092,328511
265463,265435
354342,355159
271122,271115
395170,390569
564386,564428
317565,317538
4721,8047
206345,200548
110207,106196
141745,141197
15369,15418
466109,460240
492114,486482
257705,257676
174055,173267
558619,558656
375057,375059
398210,398793
425232,421181
553092,553095
107365,163571
1696,3487
394505,394501
394047,387207
542751,544154
357307,360765
566181,564224
419244,403921
480768,485569
264792,269552
32850,32863
506409,506461
501333,501361
440924,440503
470334,470021
326056,326171
332742,330937
69509,71956
416857,417368
48653,48818
29015,29252
177124,182606
522318,523566
273701,74453
3543,3473
345103,345269
512286,511997
47940,46667
192689,190102
97652,91567
455753,456252
405667,419247
219202,210923
131979,134042
413948,413949
372355,372845
423483,424712
196535,196504
33056,33089
168711,152672
457877,478208
64772,96500
427960,421532
566379,569470
541855,542676
287066,288749
194285,153094
369552,370576
329946,328334
148693,141186
382374,386057
543209,525383
306923,306898
177858,178787
243223,214815
220170,220332
359406,374154
222465,223511
354077,340315
181586,180996
486030,485705
482735,486007
29528,27908
118922,119044
421084,501531
348909,348458
246337,226930
460904,442813
537774,551841
49351,46473
503955,503945
175616,186199
358037,363970
406519,417369
328136,336874
357904,357964
280330,280082
523854,537781
102726,104484
250627,251473
162974,168592
346700,411438
479921,479415
420426,420240
252498,259774
290277,288345
341580,351355
134477,134870
124778,64858
286858,284639
275583,245844
495045,489420
146741,168517
410530,411915
419673,418690
141769,138103
401315,401322
496283,497054
270579,271357
155889,156388
387898,387883
282070,204357
3607,3592
344053,331616
388109,388103
164575,165139
374835,297630
373686,370039
544185,547111
223594,223604
58483,59074
256218,257554
516356,509351
508911,512669
396641,396387
530644,529664
343493,353092
446568,449577
235995,306009
96917,35080
219436,218808
324025,283198
214023,214315
94307,94333
575959,575414
225799,227994
254989,255294
434547,434532
22787,135435
102358,102344
194995,192988
414033,415295
183382,163997
200450,200336
17838,18079
459414,459413
386281,385891
446237,446215
575308,590356
441090,377893
353226,352886
586916,586923
391639,399722
500503,509093
527447,474258
412892,412882
66084,72110
473130,476302
310013,304231
207383,208362
426133,451170
257088,261917
485424,485248
338039,381378
253948,254216
312753,305774
19488,21658
563532,560031
379867,379719
532153,535640
532795,532663
165075,142026
60220,59989
2292,2288
85528,84613
395085,392769
58579,57977
257799,257929
301570,302381
297869,297831
552398,552393
345582,345764
565902,562044
557416,557488
3878,4189
329042,334427
25883,25844
450038,446027
114281,102463
178015,246589
233442,234466
318511,94110
358563,359023
311279,229000
306545,309277
117865,117725
321608,322039
561092,346752
166913,166809
188928,189152
336666,328041
456760,453833
330633,330256
111338,152616
73224,116427
402089,467400
462431,520620
70569,71800
12865,13807
336693,312868
301484,298823
437026,437188
13050,12806
562438,563449
412452,412559
303945,303957
261765,262531
187682,187669
278515,293865
431848,431811
239529,234335
587964,587966
563252,563373
82488,82754
499795,499341
387885,387566
413104,413653
499839,499613
474219,473182
247194,247198
397,1456
567969,573266
524860,524961
349639,349703
133844,129560
221774,140103
435454,435720
321426,321402
58606,58618
564828,564586
98423,98828
161121,52497
284968,285224
35664,35104
497391,497343
286802,242719
523169,525114
271374,271149
139231,149047
291734,289919
172691,172689
325282,326240
74969,56480
364971,350989
395939,376600
176174,193561
577460,577691
109706,117512
103741,102680
149897,149827
329517,329943
114028,114044
301440,301503
514206,508326
298600,286924
253373,233824
77706,77727
172681,175384
161412,152619
278030,280587
204907,207753
303729,304867
300441,296514
128446,128731
169688,169608
512014,510183
38639,39146
180993,181450
237432,237533
57373,59999
226369,231640
200780,200358
68432,68402
497354,498565
368265,206324
195986,198354
303856,303861
239475,239710
283064,279018
384974,381391
234487,234457
60209,51424
271412,272730
272821,272864
338804,336066
371211,374485
60291,66540
331645,331642
151596,152544
533144,531988
363579,347395
319351,315499
589020,588897
126502,119743
504923,585275
584436,577843
414342,417072
479838,480156
535035,531115
509129,514678
565102,565104
3600,6
350652,354724
426796,427431
444352,444111
431149,429692
568902,568879
507114,506598
284605,280395
319469,333655
238585,238047
386749,356399
339340,433740
567117,534688
380073,381368
265634,266018
549695,549499
296986,308965
481134,462858
436200,435644
333811,336454
379583,351181
505928,505920
111706,127862
304115,304098
84140,61465
10503,9321
364569,374498
447864,448358
333709,336177
447921,442476
352760,352765
553788,555778
229990,229764
478731,480710
179059,190489
32605,38456
427403,425749
339531,195266
437911,527421
127007,123419
568596,548019
44178,44636
372086,376159
359545,360139
398226,385098
586847,582459
117199,117193
489437,497104
137745,138597
217466,214098
320498,319581
510052,508479
454439,451980
567477,567811
229822,234502
295234,295229
76787,76773
549661,549514
70247,77494
142343,140662
464130,443254
572891,568742
247862,250248
177925,182804
77412,80208
546148,546146
38713,72413
97975,98583
338695,343612
131796,131064
231525,231326
312314,312330
505989,505418
520617,518252
155907,159409
259412,261894
438408,432761
173800,173230
277962,280186
368338,369891
160894,158775
105172,105716
587669,578487
23538,22442
561152,560176
184516,184677
70,390
553245,555327
18441,22881
399466,400298
162202,167902
234260,233996
160850,161886
460291,459077
351703,352278
568202,570322
274041,274549
453669,507739
422056,412026
332994,329011
429215,429282
147589,149714
13488,13650
102373,213742
172529,169216
371407,363015
84064,84959
21292,21784
402964,402984
508413,508391
126944,126796
275805,275813
172052,169816
349358,465170
108230,65470
396243,394999
66965,69686
281598,573253
482697,484881
319447,343048
468288,506874
469422,468896
403518,403543
339020,331637
434862,435295
398936,363515
228057,238624
192104,240111
472811,461059
496135,496164
69434,38494
357887,361879
67572,66873
422755,426148
406544,411307
264307,263926
95094,94502
588913,588918
338487,348520
233733,234078
40991,32527
203421,203668
62711,86278
126067,130256
443615,347927
249177,246909
582247,572726
213378,212619
426391,421571
85646,85586
196967,196966
149402,149685
566272,566271
120854,106576
416931,445856
513511,388925
197245,79217
217569,219433
94230,94060
330289,330259
502358,501963
366082,366986
84739,83569
155341,156099
27167,3838
497163,499615
183109,199999
498152,496719
177807,176651
321620,321862
106590,104757
66278,198476
36292,39054
309765,315969
495487,507216
204085,201739
178336,179624
47900,48453
139325,140975
280807,281098
88405,88283
505412,524580
421137,436736
346712,332309
564618,116987
364202,361201
345056,348513
376773,392147
476481,474536
53152,53937
302132,299207
382475,399372
25854,29399
10447,10411
432310,423926
14638,13842
551127,551955
569920,569251
4182,7395
413910,411994
250082,250677
201270,202092
345536,455704
180399,173758
301062,301922
570513,570519
166951,165170
421784,421621
333584,337847
18810,23612
478985,478993
503483,504566
381343,375545
107336,105112
97596,97327
160004,155152
490227,496902
559890,561865
112254,112255
357456,357481
95253,57890
570909,570869
476335,473556
12726,9273
108425,106207
492962,522984
318756,314752
210474,225708
478950,479157
346218,343828
371986,370911
417501,417473
325026,356958
322089,319815
547643,542535
96022,95786
449770,455958
373796,374772
467742,467598
274690,275181
523397,523599
489779,462373
577325,469543
147760,145892
546238,494010
284471,267965
578550,577669
282923,287644
180944,180216
265240,262521
503207,472968
27919,33755
563521,564491
527939,527984
399110,360745
9174,8579
